"","IT","FIN","ENG","COND","CONS","HLTH","UTIL","INDU","MATR","TELS"
"1",0.888690173609729,0.82282371335328,0.670962619026495,0.880274591744249,0.830285730695332,0.672866880328891,0.61986771479347,0.842279397563779,0.715493464448539,0.520550131262286
